Tdiv	N1	N2	Nadm	s	Fonset	Tonset	admrate	Tadm	SELCOEFF	PP1N1	PP2N2	TONSET1	TSPLIT1	TSPLIT2	TONSET2	TSAMPLE	ALPHA1	ALPHA2
2000	1000	10000	10000	0.05	0.5	152	0.95	50	0.5	100	1000	4191	4200	4201	4202	4206	0.95	0.05
500	10000	10000	10000	0.05	0.5	198	0.95	50	0.5	1000	1000	4036	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	10000	0.05	0.5	198	0.95	50	0.5	1000	1000	4086	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	10000	0.05	0.5	198	0.95	50	0.5	1000	1000	4136	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.05	0.5	198	0.95	50	0.5	1000	1000	4186	4200	4201	4202	4206	0.95	0.05
500	1000	1000	1000	0.1	0.5	76	0.95	50	1	100	100	4048	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	1000	0.1	0.5	76	0.95	50	1	100	100	4098	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	1000	0.1	0.5	76	0.95	50	1	100	100	4148	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	1000	0.1	0.5	76	0.95	50	1	100	100	4198	4200	4201	4202	4206	0.95	0.05
500	10000	1000	1000	0.1	0.5	99	0.95	50	1	1000	100	4046	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	1000	0.1	0.5	99	0.95	50	1	1000	100	4096	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	1000	0.1	0.5	99	0.95	50	1	1000	100	4146	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	1000	0.1	0.5	99	0.95	50	1	1000	100	4196	4200	4201	4202	4206	0.95	0.05
500	1000	10000	1000	0.1	0.5	76	0.95	50	1	100	1000	4048	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	1000	0.1	0.5	76	0.95	50	1	100	1000	4098	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	1000	0.1	0.5	76	0.95	50	1	100	1000	4148	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	1000	0.1	0.5	76	0.95	50	1	100	1000	4198	4200	4201	4202	4206	0.95	0.05
500	10000	10000	1000	0.1	0.5	99	0.95	50	1	1000	1000	4046	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	1000	0.1	0.5	99	0.95	50	1	1000	1000	4096	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	1000	0.1	0.5	99	0.95	50	1	1000	1000	4146	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	1000	0.1	0.5	99	0.95	50	1	1000	1000	4196	4200	4201	4202	4206	0.95	0.05
500	1000	1000	10000	0.1	0.5	76	0.95	50	1	100	100	4048	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	10000	0.1	0.5	76	0.95	50	1	100	100	4098	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	10000	0.1	0.5	76	0.95	50	1	100	100	4148	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	10000	0.1	0.5	76	0.95	50	1	100	100	4198	4200	4201	4202	4206	0.95	0.05
500	10000	1000	10000	0.1	0.5	99	0.95	50	1	1000	100	4046	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	10000	0.1	0.5	99	0.95	50	1	1000	100	4096	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	10000	0.1	0.5	99	0.95	50	1	1000	100	4146	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	10000	0.1	0.5	99	0.95	50	1	1000	100	4196	4200	4201	4202	4206	0.95	0.05
500	1000	10000	10000	0.1	0.5	76	0.95	50	1	100	1000	4048	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	10000	0.1	0.5	76	0.95	50	1	100	1000	4098	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	10000	0.1	0.5	76	0.95	50	1	100	1000	4148	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	10000	0.1	0.5	76	0.95	50	1	100	1000	4198	4200	4201	4202	4206	0.95	0.05
500	10000	10000	10000	0.1	0.5	99	0.95	50	1	1000	1000	4046	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	10000	0.1	0.5	99	0.95	50	1	1000	1000	4096	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	10000	0.1	0.5	99	0.95	50	1	1000	1000	4146	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.1	0.5	99	0.95	50	1	1000	1000	4196	4200	4201	4202	4206	0.95	0.05
1000	1000	1000	1000	0.01	0.75	870	0.95	50	0.1	100	100	4019	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	1000	0.01	0.75	870	0.95	50	0.1	100	100	4069	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	1000	0.01	0.75	870	0.95	50	0.1	100	100	4119	4200	4201	4202	4206	0.95	0.05
1500	10000	1000	1000	0.01	0.75	1100	0.95	50	0.1	1000	100	4046	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	1000	0.01	0.75	1100	0.95	50	0.1	1000	100	4096	4200	4201	4202	4206	0.95	0.05
1000	1000	10000	1000	0.01	0.75	870	0.95	50	0.1	100	1000	4019	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	1000	0.01	0.75	870	0.95	50	0.1	100	1000	4069	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	1000	0.01	0.75	870	0.95	50	0.1	100	1000	4119	4200	4201	4202	4206	0.95	0.05
1500	10000	10000	1000	0.01	0.75	1100	0.95	50	0.1	1000	1000	4046	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	1000	0.01	0.75	1100	0.95	50	0.1	1000	1000	4096	4200	4201	4202	4206	0.95	0.05
1000	1000	1000	10000	0.01	0.75	870	0.95	50	0.1	100	100	4019	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	10000	0.01	0.75	870	0.95	50	0.1	100	100	4069	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	10000	0.01	0.75	870	0.95	50	0.1	100	100	4119	4200	4201	4202	4206	0.95	0.05
1500	10000	1000	10000	0.01	0.75	1100	0.95	50	0.1	1000	100	4046	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	10000	0.01	0.75	1100	0.95	50	0.1	1000	100	4096	4200	4201	4202	4206	0.95	0.05
1000	1000	10000	10000	0.01	0.75	870	0.95	50	0.1	100	1000	4019	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	10000	0.01	0.75	870	0.95	50	0.1	100	1000	4069	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	10000	0.01	0.75	870	0.95	50	0.1	100	1000	4119	4200	4201	4202	4206	0.95	0.05
1500	10000	10000	10000	0.01	0.75	1100	0.95	50	0.1	1000	1000	4046	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.01	0.75	1100	0.95	50	0.1	1000	1000	4096	4200	4201	4202	4206	0.95	0.05
500	1000	1000	1000	0.05	0.75	174	0.95	50	0.5	100	100	4039	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	1000	0.05	0.75	174	0.95	50	0.5	100	100	4089	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	1000	0.05	0.75	174	0.95	50	0.5	100	100	4139	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	1000	0.05	0.75	174	0.95	50	0.5	100	100	4189	4200	4201	4202	4206	0.95	0.05
500	10000	1000	1000	0.05	0.75	220	0.95	50	0.5	1000	100	4034	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	1000	0.05	0.75	220	0.95	50	0.5	1000	100	4084	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	1000	0.05	0.75	220	0.95	50	0.5	1000	100	4134	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	1000	0.05	0.75	220	0.95	50	0.5	1000	100	4184	4200	4201	4202	4206	0.95	0.05
500	1000	10000	1000	0.05	0.75	174	0.95	50	0.5	100	1000	4039	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	1000	0.05	0.75	174	0.95	50	0.5	100	1000	4089	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	1000	0.05	0.75	174	0.95	50	0.5	100	1000	4139	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	1000	0.05	0.75	174	0.95	50	0.5	100	1000	4189	4200	4201	4202	4206	0.95	0.05
500	10000	10000	1000	0.05	0.75	220	0.95	50	0.5	1000	1000	4034	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	1000	0.05	0.75	220	0.95	50	0.5	1000	1000	4084	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	1000	0.05	0.75	220	0.95	50	0.5	1000	1000	4134	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	1000	0.05	0.75	220	0.95	50	0.5	1000	1000	4184	4200	4201	4202	4206	0.95	0.05
500	1000	1000	10000	0.05	0.75	174	0.95	50	0.5	100	100	4039	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	10000	0.05	0.75	174	0.95	50	0.5	100	100	4089	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	10000	0.05	0.75	174	0.95	50	0.5	100	100	4139	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	10000	0.05	0.75	174	0.95	50	0.5	100	100	4189	4200	4201	4202	4206	0.95	0.05
500	10000	1000	10000	0.05	0.75	220	0.95	50	0.5	1000	100	4034	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	10000	0.05	0.75	220	0.95	50	0.5	1000	100	4084	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	10000	0.05	0.75	220	0.95	50	0.5	1000	100	4134	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	10000	0.05	0.75	220	0.95	50	0.5	1000	100	4184	4200	4201	4202	4206	0.95	0.05
500	1000	10000	10000	0.05	0.75	174	0.95	50	0.5	100	1000	4039	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	10000	0.05	0.75	174	0.95	50	0.5	100	1000	4089	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	10000	0.05	0.75	174	0.95	50	0.5	100	1000	4139	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	10000	0.05	0.75	174	0.95	50	0.5	100	1000	4189	4200	4201	4202	4206	0.95	0.05
500	10000	10000	10000	0.05	0.75	220	0.95	50	0.5	1000	1000	4034	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	10000	0.05	0.75	220	0.95	50	0.5	1000	1000	4084	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	10000	0.05	0.75	220	0.95	50	0.5	1000	1000	4134	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.05	0.75	220	0.95	50	0.5	1000	1000	4184	4200	4201	4202	4206	0.95	0.05
500	1000	1000	1000	0.1	0.75	87	0.95	50	1	100	100	4047	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	1000	0.1	0.75	87	0.95	50	1	100	100	4097	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	1000	0.1	0.75	87	0.95	50	1	100	100	4147	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	1000	0.1	0.75	87	0.95	50	1	100	100	4197	4200	4201	4202	4206	0.95	0.05
500	10000	1000	1000	0.1	0.75	110	0.95	50	1	1000	100	4045	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	1000	0.1	0.75	110	0.95	50	1	1000	100	4095	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	1000	0.1	0.75	110	0.95	50	1	1000	100	4145	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	1000	0.1	0.75	110	0.95	50	1	1000	100	4195	4200	4201	4202	4206	0.95	0.05
500	1000	10000	1000	0.1	0.75	87	0.95	50	1	100	1000	4047	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	1000	0.1	0.75	87	0.95	50	1	100	1000	4097	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	1000	0.1	0.75	87	0.95	50	1	100	1000	4147	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	1000	0.1	0.75	87	0.95	50	1	100	1000	4197	4200	4201	4202	4206	0.95	0.05
500	10000	10000	1000	0.1	0.75	110	0.95	50	1	1000	1000	4045	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	1000	0.1	0.75	110	0.95	50	1	1000	1000	4095	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	1000	0.1	0.75	110	0.95	50	1	1000	1000	4145	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	1000	0.1	0.75	110	0.95	50	1	1000	1000	4195	4200	4201	4202	4206	0.95	0.05
500	1000	1000	10000	0.1	0.75	87	0.95	50	1	100	100	4047	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	10000	0.1	0.75	87	0.95	50	1	100	100	4097	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	10000	0.1	0.75	87	0.95	50	1	100	100	4147	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	10000	0.1	0.75	87	0.95	50	1	100	100	4197	4200	4201	4202	4206	0.95	0.05
500	10000	1000	10000	0.1	0.75	110	0.95	50	1	1000	100	4045	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	10000	0.1	0.75	110	0.95	50	1	1000	100	4095	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	10000	0.1	0.75	110	0.95	50	1	1000	100	4145	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	10000	0.1	0.75	110	0.95	50	1	1000	100	4195	4200	4201	4202	4206	0.95	0.05
500	1000	10000	10000	0.1	0.75	87	0.95	50	1	100	1000	4047	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	10000	0.1	0.75	87	0.95	50	1	100	1000	4097	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	10000	0.1	0.75	87	0.95	50	1	100	1000	4147	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	10000	0.1	0.75	87	0.95	50	1	100	1000	4197	4200	4201	4202	4206	0.95	0.05
500	10000	10000	10000	0.1	0.75	110	0.95	50	1	1000	1000	4045	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	10000	0.1	0.75	110	0.95	50	1	1000	1000	4095	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	10000	0.1	0.75	110	0.95	50	1	1000	1000	4145	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.1	0.75	110	0.95	50	1	1000	1000	4195	4200	4201	4202	4206	0.95	0.05
1500	1000	1000	1000	0.01	0.99	1220	0.95	50	0.1	100	100	4034	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	1000	0.01	0.99	1220	0.95	50	0.1	100	100	4084	4200	4201	4202	4206	0.95	0.05
1500	10000	1000	1000	0.01	0.99	1450	0.95	50	0.1	1000	100	4011	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	1000	0.01	0.99	1450	0.95	50	0.1	1000	100	4061	4200	4201	4202	4206	0.95	0.05
1500	1000	10000	1000	0.01	0.99	1220	0.95	50	0.1	100	1000	4034	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	1000	0.01	0.99	1220	0.95	50	0.1	100	1000	4084	4200	4201	4202	4206	0.95	0.05
1500	10000	10000	1000	0.01	0.99	1450	0.95	50	0.1	1000	1000	4011	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	1000	0.01	0.99	1450	0.95	50	0.1	1000	1000	4061	4200	4201	4202	4206	0.95	0.05
1500	1000	1000	10000	0.01	0.99	1220	0.95	50	0.1	100	100	4034	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	10000	0.01	0.99	1220	0.95	50	0.1	100	100	4084	4200	4201	4202	4206	0.95	0.05
1500	10000	1000	10000	0.01	0.99	1450	0.95	50	0.1	1000	100	4011	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	10000	0.01	0.99	1450	0.95	50	0.1	1000	100	4061	4200	4201	4202	4206	0.95	0.05
1500	1000	10000	10000	0.01	0.99	1220	0.95	50	0.1	100	1000	4034	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	10000	0.01	0.99	1220	0.95	50	0.1	100	1000	4084	4200	4201	4202	4206	0.95	0.05
1500	10000	10000	10000	0.01	0.99	1450	0.95	50	0.1	1000	1000	4011	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.01	0.99	1450	0.95	50	0.1	1000	1000	4061	4200	4201	4202	4206	0.95	0.05
500	1000	1000	1000	0.05	0.99	244	0.95	50	0.5	100	100	4032	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	1000	0.05	0.99	244	0.95	50	0.5	100	100	4082	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	1000	0.05	0.99	244	0.95	50	0.5	100	100	4132	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	1000	0.05	0.99	244	0.95	50	0.5	100	100	4182	4200	4201	4202	4206	0.95	0.05
500	10000	1000	1000	0.05	0.99	290	0.95	50	0.5	1000	100	4027	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	1000	0.05	0.99	290	0.95	50	0.5	1000	100	4077	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	1000	0.05	0.99	290	0.95	50	0.5	1000	100	4127	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	1000	0.05	0.99	290	0.95	50	0.5	1000	100	4177	4200	4201	4202	4206	0.95	0.05
500	1000	10000	1000	0.05	0.99	244	0.95	50	0.5	100	1000	4032	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	1000	0.05	0.99	244	0.95	50	0.5	100	1000	4082	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	1000	0.05	0.99	244	0.95	50	0.5	100	1000	4132	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	1000	0.05	0.99	244	0.95	50	0.5	100	1000	4182	4200	4201	4202	4206	0.95	0.05
500	10000	10000	1000	0.05	0.99	290	0.95	50	0.5	1000	1000	4027	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	1000	0.05	0.99	290	0.95	50	0.5	1000	1000	4077	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	1000	0.05	0.99	290	0.95	50	0.5	1000	1000	4127	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	1000	0.05	0.99	290	0.95	50	0.5	1000	1000	4177	4200	4201	4202	4206	0.95	0.05
500	1000	1000	10000	0.05	0.99	244	0.95	50	0.5	100	100	4032	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	10000	0.05	0.99	244	0.95	50	0.5	100	100	4082	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	10000	0.05	0.99	244	0.95	50	0.5	100	100	4132	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	10000	0.05	0.99	244	0.95	50	0.5	100	100	4182	4200	4201	4202	4206	0.95	0.05
500	10000	1000	10000	0.05	0.99	290	0.95	50	0.5	1000	100	4027	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	10000	0.05	0.99	290	0.95	50	0.5	1000	100	4077	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	10000	0.05	0.99	290	0.95	50	0.5	1000	100	4127	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	10000	0.05	0.99	290	0.95	50	0.5	1000	100	4177	4200	4201	4202	4206	0.95	0.05
500	1000	10000	10000	0.05	0.99	244	0.95	50	0.5	100	1000	4032	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	10000	0.05	0.99	244	0.95	50	0.5	100	1000	4082	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	10000	0.05	0.99	244	0.95	50	0.5	100	1000	4132	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	10000	0.05	0.99	244	0.95	50	0.5	100	1000	4182	4200	4201	4202	4206	0.95	0.05
500	10000	10000	10000	0.05	0.99	290	0.95	50	0.5	1000	1000	4027	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	10000	0.05	0.99	290	0.95	50	0.5	1000	1000	4077	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	10000	0.05	0.99	290	0.95	50	0.5	1000	1000	4127	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.05	0.99	290	0.95	50	0.5	1000	1000	4177	4200	4201	4202	4206	0.95	0.05
500	1000	1000	1000	0.1	0.99	122	0.95	50	1	100	100	4044	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	1000	0.1	0.99	122	0.95	50	1	100	100	4094	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	1000	0.1	0.99	122	0.95	50	1	100	100	4144	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	1000	0.1	0.99	122	0.95	50	1	100	100	4194	4200	4201	4202	4206	0.95	0.05
500	10000	1000	1000	0.1	0.99	145	0.95	50	1	1000	100	4041	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	1000	0.1	0.99	145	0.95	50	1	1000	100	4091	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	1000	0.1	0.99	145	0.95	50	1	1000	100	4141	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	1000	0.1	0.99	145	0.95	50	1	1000	100	4191	4200	4201	4202	4206	0.95	0.05
500	1000	10000	1000	0.1	0.99	122	0.95	50	1	100	1000	4044	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	1000	0.1	0.99	122	0.95	50	1	100	1000	4094	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	1000	0.1	0.99	122	0.95	50	1	100	1000	4144	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	1000	0.1	0.99	122	0.95	50	1	100	1000	4194	4200	4201	4202	4206	0.95	0.05
500	10000	10000	1000	0.1	0.99	145	0.95	50	1	1000	1000	4041	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	1000	0.1	0.99	145	0.95	50	1	1000	1000	4091	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	1000	0.1	0.99	145	0.95	50	1	1000	1000	4141	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	1000	0.1	0.99	145	0.95	50	1	1000	1000	4191	4200	4201	4202	4206	0.95	0.05
500	1000	1000	10000	0.1	0.99	122	0.95	50	1	100	100	4044	4050	4051	4052	4056	0.95	0.05
1000	1000	1000	10000	0.1	0.99	122	0.95	50	1	100	100	4094	4100	4101	4102	4106	0.95	0.05
1500	1000	1000	10000	0.1	0.99	122	0.95	50	1	100	100	4144	4150	4151	4152	4156	0.95	0.05
2000	1000	1000	10000	0.1	0.99	122	0.95	50	1	100	100	4194	4200	4201	4202	4206	0.95	0.05
500	10000	1000	10000	0.1	0.99	145	0.95	50	1	1000	100	4041	4050	4051	4052	4056	0.95	0.05
1000	10000	1000	10000	0.1	0.99	145	0.95	50	1	1000	100	4091	4100	4101	4102	4106	0.95	0.05
1500	10000	1000	10000	0.1	0.99	145	0.95	50	1	1000	100	4141	4150	4151	4152	4156	0.95	0.05
2000	10000	1000	10000	0.1	0.99	145	0.95	50	1	1000	100	4191	4200	4201	4202	4206	0.95	0.05
500	1000	10000	10000	0.1	0.99	122	0.95	50	1	100	1000	4044	4050	4051	4052	4056	0.95	0.05
1000	1000	10000	10000	0.1	0.99	122	0.95	50	1	100	1000	4094	4100	4101	4102	4106	0.95	0.05
1500	1000	10000	10000	0.1	0.99	122	0.95	50	1	100	1000	4144	4150	4151	4152	4156	0.95	0.05
2000	1000	10000	10000	0.1	0.99	122	0.95	50	1	100	1000	4194	4200	4201	4202	4206	0.95	0.05
500	10000	10000	10000	0.1	0.99	145	0.95	50	1	1000	1000	4041	4050	4051	4052	4056	0.95	0.05
1000	10000	10000	10000	0.1	0.99	145	0.95	50	1	1000	1000	4091	4100	4101	4102	4106	0.95	0.05
1500	10000	10000	10000	0.1	0.99	145	0.95	50	1	1000	1000	4141	4150	4151	4152	4156	0.95	0.05
2000	10000	10000	10000	0.1	0.99	145	0.95	50	1	1000	1000	4191	4200	4201	4202	4206	0.95	0.05
1000	1000	1000	1000	0.01	0.125	565	0.95	60	0.1	100	100	4050	4100	4101	4102	4107	0.95	0.05
1500	1000	1000	1000	0.01	0.125	565	0.95	60	0.1	100	100	4100	4150	4151	4152	4157	0.95	0.05
2000	1000	1000	1000	0.01	0.125	565	0.95	60	0.1	100	100	4150	4200	4201	4202	4207	0.95	0.05
1000	10000	1000	1000	0.01	0.125	796	0.95	60	0.1	1000	100	4027	4100	4101	4102	4107	0.95	0.05
1500	10000	1000	1000	0.01	0.125	796	0.95	60	0.1	1000	100	4077	4150	4151	4152	4157	0.95	0.05
2000	10000	1000	1000	0.01	0.125	796	0.95	60	0.1	1000	100	4127	4200	4201	4202	4207	0.95	0.05
1000	1000	10000	1000	0.01	0.125	565	0.95	60	0.1	100	1000	4050	4100	4101	4102	4107	0.95	0.05
1500	1000	10000	1000	0.01	0.125	565	0.95	60	0.1	100	1000	4100	4150	4151	4152	4157	0.95	0.05
2000	1000	10000	1000	0.01	0.125	565	0.95	60	0.1	100	1000	4150	4200	4201	4202	4207	0.95	0.05
1000	10000	10000	1000	0.01	0.125	796	0.95	60	0.1	1000	1000	4027	4100	4101	4102	4107	0.95	0.05
1500	10000	10000	1000	0.01	0.125	796	0.95	60	0.1	1000	1000	4077	4150	4151	4152	4157	0.95	0.05
2000	10000	10000	1000	0.01	0.125	796	0.95	60	0.1	1000	1000	4127	4200	4201	4202	4207	0.95	0.05
1000	1000	1000	10000	0.01	0.125	565	0.95	60	0.1	100	100	4050	4100	4101	4102	4107	0.95	0.05
1500	1000	1000	10000	0.01	0.125	565	0.95	60	0.1	100	100	4100	4150	4151	4152	4157	0.95	0.05
2000	1000	1000	10000	0.01	0.125	565	0.95	60	0.1	100	100	4150	4200	4201	4202	4207	0.95	0.05
1000	10000	1000	10000	0.01	0.125	796	0.95	60	0.1	1000	100	4027	4100	4101	4102	4107	0.95	0.05
1500	10000	1000	10000	0.01	0.125	796	0.95	60	0.1	1000	100	4077	4150	4151	4152	4157	0.95	0.05
2000	10000	1000	10000	0.01	0.125	796	0.95	60	0.1	1000	100	4127	4200	4201	4202	4207	0.95	0.05
1000	1000	10000	10000	0.01	0.125	565	0.95	60	0.1	100	1000	4050	4100	4101	4102	4107	0.95	0.05
1500	1000	10000	10000	0.01	0.125	565	0.95	60	0.1	100	1000	4100	4150	4151	4152	4157	0.95	0.05
2000	1000	10000	10000	0.01	0.125	565	0.95	60	0.1	100	1000	4150	4200	4201	4202	4207	0.95	0.05
1000	10000	10000	10000	0.01	0.125	796	0.95	60	0.1	1000	1000	4027	4100	4101	4102	4107	0.95	0.05
1500	10000	10000	10000	0.01	0.125	796	0.95	60	0.1	1000	1000	4077	4150	4151	4152	4157	0.95	0.05
2000	10000	10000	10000	0.01	0.125	796	0.95	60	0.1	1000	1000	4127	4200	4201	4202	4207	0.95	0.05
500	1000	1000	1000	0.05	0.125	113	0.95	60	0.5	100	100	4046	4050	4051	4052	4057	0.95	0.05
1000	1000	1000	1000	0.05	0.125	113	0.95	60	0.5	100	100	4096	4100	4101	4102	4107	0.95	0.05
1500	1000	1000	1000	0.05	0.125	113	0.95	60	0.5	100	100	4146	4150	4151	4152	4157	0.95	0.05
2000	1000	1000	1000	0.05	0.125	113	0.95	60	0.5	100	100	4196	4200	4201	4202	4207	0.95	0.05
500	10000	1000	1000	0.05	0.125	159	0.95	60	0.5	1000	100	4041	4050	4051	4052	4057	0.95	0.05
1000	10000	1000	1000	0.05	0.125	159	0.95	60	0.5	1000	100	4091	4100	4101	4102	4107	0.95	0.05
1500	10000	1000	1000	0.05	0.125	159	0.95	60	0.5	1000	100	4141	4150	4151	4152	4157	0.95	0.05
2000	10000	1000	1000	0.05	0.125	159	0.95	60	0.5	1000	100	4191	4200	4201	4202	4207	0.95	0.05
500	1000	10000	1000	0.05	0.125	113	0.95	60	0.5	100	1000	4046	4050	4051	4052	4057	0.95	0.05
1000	1000	10000	1000	0.05	0.125	113	0.95	60	0.5	100	1000	4096	4100	4101	4102	4107	0.95	0.05
